"date","shop","listing","seller","bat","species","format","part","currency","price","mean_price","ship_state","ship_country","individuals"
2022-10-25,"eBay","ebay_018","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",1
2022-10-26,"eBay","ebay_018","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",1
2022-10-27,"eBay","ebay_018","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",1
2022-10-28,"eBay","ebay_018","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",1
2022-11-01,"eBay","ebay_018","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",1
2022-11-08,"eBay","ebay_018","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",1
2022-11-15,"eBay","ebay_018","seller_006","Bat","K. picta","Frame","Entire bat","$",56.99,59.4542857142857,"Tennessee","United States",1
2022-11-22,"eBay","ebay_018","seller_006","Bat","K. picta","Frame","Entire bat","$",56.99,59.4542857142857,"Tennessee","United States",1
2022-11-29,"eBay","ebay_018","seller_006","Bat","K. picta","Frame","Entire bat","$",56.99,59.4542857142857,"Tennessee","United States",1
2022-12-06,"eBay","ebay_018","seller_006","Bat","K. picta","Frame","Entire bat","$",56.99,59.4542857142857,"Tennessee","United States",1
2022-12-13,"eBay","ebay_018","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",1
2022-12-30,"eBay","ebay_018","seller_006","Bat","K. picta","Frame","Entire bat","$",56.99,59.4542857142857,"Tennessee","United States",1
2022-10-03,"eBay","ebay_019","seller_006","Bat","K. picta","Other","Entire bat","$",44.99,44.5882142857143,"Tennessee","United States",1
2022-10-04,"eBay","ebay_019","seller_006","Bat","K. picta","Other","Entire bat","$",44.99,44.5882142857143,"Tennessee","United States",1
2022-10-05,"eBay","ebay_019","seller_006","Bat","K. picta","Other","Entire bat","$",44.99,44.5882142857143,"Tennessee","United States",1
2022-10-06,"eBay","ebay_019","seller_006","Bat","K. picta","Other","Entire bat","$",44.99,44.5882142857143,"Tennessee","United States",1
2022-10-07,"eBay","ebay_019","seller_006","Bat","K. picta","Other","Entire bat","$",44.99,44.5882142857143,"Tennessee","United States",1
2022-10-10,"eBay","ebay_019","seller_006","Bat","K. picta","Other","Entire bat","$",44.99,44.5882142857143,"Tennessee","United States",1
2022-10-11,"eBay","ebay_019","seller_006","Bat","K. picta","Other","Entire bat","$",44.99,44.5882142857143,"Tennessee","United States",1
2022-10-12,"eBay","ebay_019","seller_006","Bat","K. picta","Other","Entire bat","$",44.99,44.5882142857143,"Tennessee","United States",1
2022-10-13,"eBay","ebay_019","seller_006","Bat","K. picta","Other","Entire bat","$",44.99,44.5882142857143,"Tennessee","United States",1
2022-10-14,"eBay","ebay_019","seller_006","Bat","K. picta","Other","Entire bat","$",44.99,44.5882142857143,"Tennessee","United States",1
2022-10-17,"eBay","ebay_019","seller_006","Bat","K. picta","Other","Entire bat","$",44.99,44.5882142857143,"Tennessee","United States",1
2022-10-18,"eBay","ebay_019","seller_006","Bat","K. picta","Other","Entire bat","$",44.99,44.5882142857143,"Tennessee","United States",1
2022-10-19,"eBay","ebay_019","seller_006","Bat","K. picta","Other","Entire bat","$",44.99,44.5882142857143,"Tennessee","United States",1
2022-10-20,"eBay","ebay_019","seller_006","Bat","K. picta","Other","Entire bat","$",44.99,44.5882142857143,"Tennessee","United States",1
2022-10-21,"eBay","ebay_019","seller_006","Bat","K. picta","Other","Entire bat","$",44.99,44.5882142857143,"Tennessee","United States",1
2022-10-24,"eBay","ebay_019","seller_006","Bat","K. picta","Other","Entire bat","$",44.99,44.5882142857143,"Tennessee","United States",1
2022-10-25,"eBay","ebay_019","seller_006","Bat","K. picta","Other","Entire bat","$",44.99,44.5882142857143,"Tennessee","United States",1
2022-10-26,"eBay","ebay_019","seller_006","Bat","K. picta","Other","Entire bat","$",44.99,44.5882142857143,"Tennessee","United States",1
2022-10-27,"eBay","ebay_019","seller_006","Bat","K. picta","Other","Entire bat","$",44.99,44.5882142857143,"Tennessee","United States",1
2022-10-28,"eBay","ebay_019","seller_006","Bat","K. picta","Other","Entire bat","$",44.99,44.5882142857143,"Tennessee","United States",1
2022-11-01,"eBay","ebay_019","seller_006","Bat","K. picta","Other","Entire bat","$",44.99,44.5882142857143,"Tennessee","United States",1
2022-11-08,"eBay","ebay_019","seller_006","Bat","K. picta","Other","Entire bat","$",44.99,44.5882142857143,"Tennessee","United States",1
2022-11-15,"eBay","ebay_019","seller_006","Bat","K. picta","Other","Entire bat","$",42.74,44.5882142857143,"Tennessee","United States",1
2022-11-22,"eBay","ebay_019","seller_006","Bat","K. picta","Other","Entire bat","$",42.74,44.5882142857143,"Tennessee","United States",1
2022-11-29,"eBay","ebay_019","seller_006","Bat","K. picta","Other","Entire bat","$",42.74,44.5882142857143,"Tennessee","United States",1
2022-12-06,"eBay","ebay_019","seller_006","Bat","K. picta","Other","Entire bat","$",42.74,44.5882142857143,"Tennessee","United States",1
2022-12-13,"eBay","ebay_019","seller_006","Bat","K. picta","Other","Entire bat","$",44.99,44.5882142857143,"Tennessee","United States",1
2022-12-30,"eBay","ebay_019","seller_006","Bat","K. picta","Other","Entire bat","$",42.74,44.5882142857143,"Tennessee","United States",1
2022-10-03,"eBay","ebay_020","seller_006","Bat","K. picta","Frame","Entire bat","$",74.99,77.0733333333333,"Tennessee","United States",1
2022-10-04,"eBay","ebay_020","seller_006","Bat","K. picta","Frame","Entire bat","$",74.99,77.0733333333333,"Tennessee","United States",1
2022-10-05,"eBay","ebay_020","seller_006","Bat","K. picta","Frame","Entire bat","$",74.99,77.0733333333333,"Tennessee","United States",1
2022-10-06,"eBay","ebay_020","seller_006","Bat","K. picta","Frame","Entire bat","$",74.99,77.0733333333333,"Tennessee","United States",1
2022-10-07,"eBay","ebay_020","seller_006","Bat","K. picta","Frame","Entire bat","$",74.99,77.0733333333333,"Tennessee","United States",1
2022-10-10,"eBay","ebay_020","seller_006","Bat","K. picta","Frame","Entire bat","$",74.99,77.0733333333333,"Tennessee","United States",1
2022-10-11,"eBay","ebay_020","seller_006","Bat","K. picta","Frame","Entire bat","$",74.99,77.0733333333333,"Tennessee","United States",1
2022-10-12,"eBay","ebay_020","seller_006","Bat","K. picta","Frame","Entire bat","$",74.99,77.0733333333333,"Tennessee","United States",1
2022-10-13,"eBay","ebay_020","seller_006","Bat","K. picta","Frame","Entire bat","$",74.99,77.0733333333333,"Tennessee","United States",1
2022-10-14,"eBay","ebay_020","seller_006","Bat","K. picta","Frame","Entire bat","$",74.99,77.0733333333333,"Tennessee","United States",1
2022-10-17,"eBay","ebay_020","seller_006","Bat","K. picta","Frame","Entire bat","$",74.99,77.0733333333333,"Tennessee","United States",1
2022-10-18,"eBay","ebay_020","seller_006","Bat","K. picta","Frame","Entire bat","$",74.99,77.0733333333333,"Tennessee","United States",1
2022-10-19,"eBay","ebay_020","seller_006","Bat","K. picta","Frame","Entire bat","$",74.99,77.0733333333333,"Tennessee","United States",1
2022-10-20,"eBay","ebay_020","seller_006","Bat","K. picta","Frame","Entire bat","$",74.99,77.0733333333333,"Tennessee","United States",1
2022-10-21,"eBay","ebay_020","seller_006","Bat","K. picta","Frame","Entire bat","$",74.99,77.0733333333333,"Tennessee","United States",1
2022-10-24,"eBay","ebay_020","seller_006","Bat","K. picta","Frame","Entire bat","$",74.99,77.0733333333333,"Tennessee","United States",1
2022-10-25,"eBay","ebay_020","seller_006","Bat","K. picta","Frame","Entire bat","$",74.99,77.0733333333333,"Tennessee","United States",1
2022-10-26,"eBay","ebay_020","seller_006","Bat","K. picta","Frame","Entire bat","$",74.99,77.0733333333333,"Tennessee","United States",1
2022-10-27,"eBay","ebay_020","seller_006","Bat","K. picta","Frame","Entire bat","$",74.99,77.0733333333333,"Tennessee","United States",1
2022-10-28,"eBay","ebay_020","seller_006","Bat","K. picta","Frame","Entire bat","$",74.99,77.0733333333333,"Tennessee","United States",1
2022-11-01,"eBay","ebay_020","seller_006","Bat","K. picta","Frame","Entire bat","$",74.99,77.0733333333333,"Tennessee","United States",1
2022-11-08,"eBay","ebay_020","seller_006","Bat","K. picta","Frame","Entire bat","$",74.99,77.0733333333333,"Tennessee","United States",1
2022-11-15,"eBay","ebay_020","seller_006","Bat","K. picta","Frame","Entire bat","$",71.24,77.0733333333333,"Tennessee","United States",1
2022-11-22,"eBay","ebay_020","seller_006","Bat","K. picta","Frame","Entire bat","$",89.99,77.0733333333333,"Tennessee","United States",1
2022-11-29,"eBay","ebay_020","seller_006","Bat","K. picta","Frame","Entire bat","$",89.99,77.0733333333333,"Tennessee","United States",1
2022-12-06,"eBay","ebay_020","seller_006","Bat","K. picta","Frame","Entire bat","$",89.99,77.0733333333333,"Tennessee","United States",1
2022-12-13,"eBay","ebay_020","seller_006","Bat","K. picta","Frame","Entire bat","$",89.99,77.0733333333333,"Tennessee","United States",1
2022-10-03,"eBay","ebay_021","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",2
2022-10-04,"eBay","ebay_021","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",2
2022-10-05,"eBay","ebay_021","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",2
2022-10-06,"eBay","ebay_021","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",2
2022-10-07,"eBay","ebay_021","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",2
2022-10-10,"eBay","ebay_021","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",2
2022-10-11,"eBay","ebay_021","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",2
2022-10-12,"eBay","ebay_021","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",2
2022-10-13,"eBay","ebay_021","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",2
2022-10-14,"eBay","ebay_021","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",2
2022-10-17,"eBay","ebay_021","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",2
2022-10-18,"eBay","ebay_021","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",2
2022-10-19,"eBay","ebay_021","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",2
2022-10-20,"eBay","ebay_021","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",2
2022-10-21,"eBay","ebay_021","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",2
2022-10-24,"eBay","ebay_021","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",2
2022-10-25,"eBay","ebay_021","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",2
2022-10-26,"eBay","ebay_021","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",2
2022-10-27,"eBay","ebay_021","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",2
2022-10-28,"eBay","ebay_021","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",2
2022-11-01,"eBay","ebay_021","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",2
2022-11-08,"eBay","ebay_021","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",2
2022-11-15,"eBay","ebay_021","seller_006","Bat","K. picta","Frame","Entire bat","$",56.99,59.4542857142857,"Tennessee","United States",2
2022-11-22,"eBay","ebay_021","seller_006","Bat","K. picta","Frame","Entire bat","$",56.99,59.4542857142857,"Tennessee","United States",2
2022-11-29,"eBay","ebay_021","seller_006","Bat","K. picta","Frame","Entire bat","$",56.99,59.4542857142857,"Tennessee","United States",2
2022-12-06,"eBay","ebay_021","seller_006","Bat","K. picta","Frame","Entire bat","$",56.99,59.4542857142857,"Tennessee","United States",2
2022-12-13,"eBay","ebay_021","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.4542857142857,"Tennessee","United States",2
2022-12-30,"eBay","ebay_021","seller_006","Bat","K. picta","Frame","Entire bat","$",56.99,59.4542857142857,"Tennessee","United States",2
2022-10-03,"eBay","ebay_022","seller_006","Bat","K. picta","Frame","Entire bat","$",49.99,49.5435714285714,"Tennessee","United States",2
2022-10-04,"eBay","ebay_022","seller_006","Bat","K. picta","Frame","Entire bat","$",49.99,49.5435714285714,"Tennessee","United States",2
2022-10-05,"eBay","ebay_022","seller_006","Bat","K. picta","Frame","Entire bat","$",49.99,49.5435714285714,"Tennessee","United States",2
2022-10-06,"eBay","ebay_022","seller_006","Bat","K. picta","Frame","Entire bat","$",49.99,49.5435714285714,"Tennessee","United States",2
2022-10-07,"eBay","ebay_022","seller_006","Bat","K. picta","Frame","Entire bat","$",49.99,49.5435714285714,"Tennessee","United States",2
2022-10-10,"eBay","ebay_022","seller_006","Bat","K. picta","Frame","Entire bat","$",49.99,49.5435714285714,"Tennessee","United States",2
2022-10-11,"eBay","ebay_022","seller_006","Bat","K. picta","Frame","Entire bat","$",49.99,49.5435714285714,"Tennessee","United States",2
2022-10-12,"eBay","ebay_022","seller_006","Bat","K. picta","Frame","Entire bat","$",49.99,49.5435714285714,"Tennessee","United States",2
2022-10-13,"eBay","ebay_022","seller_006","Bat","K. picta","Frame","Entire bat","$",49.99,49.5435714285714,"Tennessee","United States",2
2022-10-14,"eBay","ebay_022","seller_006","Bat","K. picta","Frame","Entire bat","$",49.99,49.5435714285714,"Tennessee","United States",2
2022-10-17,"eBay","ebay_022","seller_006","Bat","K. picta","Frame","Entire bat","$",49.99,49.5435714285714,"Tennessee","United States",2
2022-10-18,"eBay","ebay_022","seller_006","Bat","K. picta","Frame","Entire bat","$",49.99,49.5435714285714,"Tennessee","United States",2
2022-10-19,"eBay","ebay_022","seller_006","Bat","K. picta","Frame","Entire bat","$",49.99,49.5435714285714,"Tennessee","United States",2
2022-10-20,"eBay","ebay_022","seller_006","Bat","K. picta","Frame","Entire bat","$",49.99,49.5435714285714,"Tennessee","United States",2
2022-10-21,"eBay","ebay_022","seller_006","Bat","K. picta","Frame","Entire bat","$",49.99,49.5435714285714,"Tennessee","United States",2
2022-10-24,"eBay","ebay_022","seller_006","Bat","K. picta","Frame","Entire bat","$",49.99,49.5435714285714,"Tennessee","United States",2
2022-10-25,"eBay","ebay_022","seller_006","Bat","K. picta","Frame","Entire bat","$",49.99,49.5435714285714,"Tennessee","United States",2
2022-10-26,"eBay","ebay_022","seller_006","Bat","K. picta","Frame","Entire bat","$",49.99,49.5435714285714,"Tennessee","United States",2
2022-10-27,"eBay","ebay_022","seller_006","Bat","K. picta","Frame","Entire bat","$",49.99,49.5435714285714,"Tennessee","United States",2
2022-10-28,"eBay","ebay_022","seller_006","Bat","K. picta","Frame","Entire bat","$",49.99,49.5435714285714,"Tennessee","United States",2
2022-11-01,"eBay","ebay_022","seller_006","Bat","K. picta","Frame","Entire bat","$",49.99,49.5435714285714,"Tennessee","United States",2
2022-11-08,"eBay","ebay_022","seller_006","Bat","K. picta","Frame","Entire bat","$",49.99,49.5435714285714,"Tennessee","United States",2
2022-11-15,"eBay","ebay_022","seller_006","Bat","K. picta","Frame","Entire bat","$",47.49,49.5435714285714,"Tennessee","United States",2
2022-11-22,"eBay","ebay_022","seller_006","Bat","K. picta","Frame","Entire bat","$",47.49,49.5435714285714,"Tennessee","United States",2
2022-11-29,"eBay","ebay_022","seller_006","Bat","K. picta","Frame","Entire bat","$",47.49,49.5435714285714,"Tennessee","United States",2
2022-12-06,"eBay","ebay_022","seller_006","Bat","K. picta","Frame","Entire bat","$",47.49,49.5435714285714,"Tennessee","United States",2
2022-12-13,"eBay","ebay_022","seller_006","Bat","K. picta","Frame","Entire bat","$",49.99,49.5435714285714,"Tennessee","United States",2
2022-12-30,"eBay","ebay_022","seller_006","Bat","K. picta","Frame","Entire bat","$",47.49,49.5435714285714,"Tennessee","United States",2
2022-10-03,"eBay","ebay_023","seller_006","Bat","K. picta","Coffin/Jar","Entire bat","$",89.99,89.1864285714286,"Tennessee","United States",2
2022-10-04,"eBay","ebay_023","seller_006","Bat","K. picta","Coffin/Jar","Entire bat","$",89.99,89.1864285714286,"Tennessee","United States",2
2022-10-05,"eBay","ebay_023","seller_006","Bat","K. picta","Coffin/Jar","Entire bat","$",89.99,89.1864285714286,"Tennessee","United States",2
2022-10-06,"eBay","ebay_023","seller_006","Bat","K. picta","Coffin/Jar","Entire bat","$",89.99,89.1864285714286,"Tennessee","United States",2
2022-10-07,"eBay","ebay_023","seller_006","Bat","K. picta","Coffin/Jar","Entire bat","$",89.99,89.1864285714286,"Tennessee","United States",2
2022-10-10,"eBay","ebay_023","seller_006","Bat","K. picta","Coffin/Jar","Entire bat","$",89.99,89.1864285714286,"Tennessee","United States",2
2022-10-11,"eBay","ebay_023","seller_006","Bat","K. picta","Coffin/Jar","Entire bat","$",89.99,89.1864285714286,"Tennessee","United States",2
